Year	ID_mesh	SPRCLASSE	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2016	109	Aquidauana	0	1.1187	0	0	0	0	1.1781	0	0	8.4618	0	0	0	0
2017	109	Aquidauana	0.8604	0	0	0	0	0	0.3177	0	0	9.3222	0	0	0	0
2018	109	Aquidauana	0.1206	0	0	0	0	0	0.1971	0	0	9.4428	0	0	0	0
2019	109	Aquidauana	0.1971	0	0	0	0	0	0	0	0	9.6399	0	0	0	0
2020	109	Aquidauana	0	0	0	0	0	0	0	0	0	9.6399	0	0	0	0
2021	109	Aquidauana	0	0.0216	0	0	0	0	0.0216	0	0	9.6183	0	0	0	0
2022	109	Aquidauana	0	0.000899999999999998	0	0	0	0	0.0225	0	0	9.6174	0	0	0	0
2012	110	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6255	0	0	0	0
2013	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2014	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2015	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2016	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2017	110	Aquidauana	0	0.1035	0	0	0	0	0.1035	0	0	9.522	0	0	0	0
2018	110	Aquidauana	0.1035	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2019	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2020	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2021	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2022	110	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2012	111	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6192	0	0	0	0
2013	111	Aquidauana	0	0	0	0	0	0	0	0	0	9.6192	0	0	0	0
2014	111	Aquidauana	0	0.0486	0	0	0	0	0.0486	0	0	9.5706	0	0	0	0
2015	111	Aquidauana	0.0486	0	0	0	0	0	0	0	0	9.6192	0	0	0	0
2016	111	Aquidauana	0	0	0	0	0	0	0	0	0	9.6192	0	0	0	0
2017	111	Aquidauana	0	0.1107	0	0	0	0	0.1107	0	0	9.5085	0	0	0	0
2018	111	Aquidauana	0.1107	0	0	0	0	0	0	0	0	9.6192	0	0	0	0
2019	111	Aquidauana	0	0.4446	0	0	0	0	0.4446	0	0	9.1746	0	0	0	0
2020	111	Aquidauana	0.4446	0	0	0	0	0	0	0	0	9.6192	0	0	0	0
2021	111	Aquidauana	0	0.0954	0	0	0	0	0.0954	0	0	9.5238	0	0	0	0
2022	111	Aquidauana	0.0774	0	0	0	0	0	0.018	0	0	9.6012	0	0	0	0
2012	112	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6579	0	0	0	0
2013	112	Aquidauana	0	0	0	0	0	0	0	0	0	9.6579	0	0	0	0
2014	112	Aquidauana	0	0.0216	0	0	0	0	0.0216	0	0	9.6363	0	0	0	0
2015	112	Aquidauana	0	0.0144	0	0	0	0	0.036	0	0	9.6219	0	0	0	0
2016	112	Aquidauana	0.0036	0	0	0	0	0	0.0324	0	0	9.6255	0	0	0	0
2017	112	Aquidauana	0	0.1593	0	0	0	0	0.1917	0	0	9.4662	0	0	0	0
2018	112	Aquidauana	0.1917	0	0	0	0	0	0	0	0	9.6579	0	0	0	0
2019	112	Aquidauana	0	1.2618	0	0	0	0	1.2618	0	0	8.3961	0	0	0	0
2020	112	Aquidauana	1.2618	0	0	0	0	0	0	0	0	9.6579	0	0	0	0
2021	112	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.6435	0	0	0	0
2022	112	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6579	0	0	0	0
2012	113	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6138	0	0	0	0
2013	113	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2014	113	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2015	113	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2016	113	Aquidauana	0	0.4032	0	0	0	0	0.4032	0	0	9.2106	0	0	0	0
2017	113	Aquidauana	0.4032	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2018	113	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2019	113	Aquidauana	0	1.3527	0	0	0	0	1.3527	0	0	8.2611	0	0	0	0
2020	113	Aquidauana	1.3527	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2021	113	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2022	113	Aquidauana	0	0.0414	0	0	0	0	0.0414	0	0	9.5724	0	0	0	0
2012	114	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6156	0	0	0	0
2013	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2014	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2015	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2016	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2017	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2018	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2019	114	Aquidauana	0	0.2169	0	0	0	0	0.2169	0	0	9.3987	0	0	0	0
2020	114	Aquidauana	0.2169	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2021	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2022	114	Aquidauana	0	0	0	0	0	0	0	0	0	9.6156	0	0	0	0
2012	115	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.657	0	0	0	0
2013	115	Aquidauana	0	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2014	115	Aquidauana	0	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2015	115	Aquidauana	0	0.0648	0	0	0	0	0.0648	0	0	9.5922	0	0	0	0
2016	115	Aquidauana	0.0126	0	0	0	0	0	0.0522	0	0	9.6048	0	0	0	0
2017	115	Aquidauana	0.0522	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2018	115	Aquidauana	0	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2019	115	Aquidauana	0	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2020	115	Aquidauana	0	0.0198	0	0	0	0	0.0198	0	0	9.6372	0	0	0	0
2021	115	Aquidauana	0.0198	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2022	115	Aquidauana	0	0	0	0	0	0	0	0	0	9.657	0	0	0	0
2012	116	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6246	0	0	0	0
2013	116	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2014	116	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2015	116	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2016	116	Aquidauana	0	0	0	0	0	0	0	0	0	9.6246	0	0	0	0
2017	116	Aquidauana	0	0.0351	0	0	0	0	0.0351	0	0	9.5895	0	0	0	0
2018	116	Aquidauana	0	1.0008	0	0	0	0	1.0359	0	0	8.5887	0	0	0	0
2019	116	Aquidauana	0.6669	0	0	0	0	0	0.369	0	0	9.2556	0	0	0	0
2020	116	Aquidauana	0.2151	0	0	0	0	0	0.1539	0	0	9.4707	0	0	0	0
2021	116	Aquidauana	0	0.5058	0	0	0	0	0.6597	0	0	8.9649	0	0	0	0
2022	116	Aquidauana	0.6282	0	0	0	0	0	0.0315	0	0	9.5931	0	0	0	0
2012	117	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6255	0	0	0	0
2013	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2014	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2015	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2016	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2017	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2018	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2019	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2020	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2021	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2022	117	Aquidauana	0	0	0	0	0	0	0	0	0	9.6255	0	0	0	0
2012	118	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2014	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2015	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2016	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2017	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2018	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2019	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2020	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2021	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2022	118	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2012	119	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	119	Aquidauana	0	0.1197	0	0	0	0	0.1197	0	0	9.504	0	0	0	0
2014	119	Aquidauana	0.1197	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2015	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2016	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2017	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2018	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2019	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2020	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2021	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2022	119	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2012	120	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.387	0	0	0	0
2013	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2014	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2015	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2016	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2017	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2018	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2019	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2020	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2021	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2022	120	Aquidauana	0	0	0	0	0	0	0	0	0	9.387	0	0	0	0
2012	121	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	2.9277	0	0	0	0
2013	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2014	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2015	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2016	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2017	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2018	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2019	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2020	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2021	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2022	121	Aquidauana	0	0	0	0	0	0	0	0	0	2.9277	0	0	0	0
2012	122	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0.5589	0	0	0	0
2013	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2014	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2015	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2016	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2017	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2018	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2019	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2020	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2021	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2022	122	Aquidauana	0	0	0	0	0	0	0	0	0	0.5589	0	0	0	0
2012	123	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	6.3936	0	0	0	0
2013	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2014	123	Aquidauana	0	0.1431	0	0	0	0	0.1431	0	0	6.2505	0	0	0	0
2015	123	Aquidauana	0.1431	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2016	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2017	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2018	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2019	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2020	123	Aquidauana	0	0.0504	0	0	0	0	0.0504	0	0	6.3432	0	0	0	0
2021	123	Aquidauana	0.0504	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2022	123	Aquidauana	0	0	0	0	0	0	0	0	0	6.3936	0	0	0	0
2012	124	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6453	0	0	0	0
2013	124	Aquidauana	0	0.0648	0	0	0	0	0.0648	0	0	9.5805	0	0	0	0
2014	124	Aquidauana	0	0.4752	0	0	0	0	0.54	0	0	9.1053	0	0	0	0
2015	124	Aquidauana	0.54	0	0	0	0	0	0	0	0	9.6453	0	0	0	0
2016	124	Aquidauana	0	0.0603	0	0	0	0	0.0603	0	0	9.585	0	0	0	0
2017	124	Aquidauana	0.0333	0	0	0	0	0	0.027	0	0	9.6183	0	0	0	0
2018	124	Aquidauana	0	0.1314	0	0	0	0	0.1584	0	0	9.4869	0	0	0	0
2019	124	Aquidauana	0.1584	0	0	0	0	0	0	0	0	9.6453	0	0	0	0
2020	124	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.6309	0	0	0	0
2021	124	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6453	0	0	0	0
2022	124	Aquidauana	0	0	0	0	0	0	0	0	0	9.6453	0	0	0	0
2012	125	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.621	0	0	0	0
2013	125	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2014	125	Aquidauana	0	0.261	0	0	0	0	0.261	0	0	9.36	0	0	0	0
2015	125	Aquidauana	0.261	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2016	125	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2017	125	Aquidauana	0	0.0198	0	0	0	0	0.0198	0	0	9.6012	0	0	0	0
2018	125	Aquidauana	0	0.0531	0	0	0	0	0.0729	0	0	9.5481	0	0	0	0
2019	125	Aquidauana	0.0729	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2020	125	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2021	125	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2022	125	Aquidauana	0	0	0	0	0	0	0	0	0	9.621	0	0	0	0
2012	126	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2014	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2015	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2016	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2017	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2018	126	Aquidauana	0	0.0324	0	0	0	0	0.0324	0	0	9.5913	0	0	0	0
2019	126	Aquidauana	0	0.0036	0	0	0	0	0.036	0	0	9.5877	0	0	0	0
2020	126	Aquidauana	0.036	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2021	126	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2022	126	Aquidauana	0	0.0513	0	0	0	0	0.0513	0	0	9.5724	0	0	0	0
2012	127	Aquidauana	NA	NA	NA	NA	NA	NA	0.036	0	0	9.6003	0	0	0	0
2013	127	Aquidauana	0	0.0054	0	0	0	0	0.0414	0	0	9.5949	0	0	0	0
2014	127	Aquidauana	0	0.4743	0	0	0	0	0.5157	0	0	9.1206	0	0	0	0
2015	127	Aquidauana	0.3501	0	0	0	0	0	0.1656	0	0	9.4707	0	0	0	0
2016	127	Aquidauana	0	0.1764	0	0	0	0	0.342	0	0	9.2943	0	0	0	0
2017	127	Aquidauana	0.342	0	0	0	0	0	0	0	0	9.6363	0	0	0	0
2018	127	Aquidauana	0	0	0	0	0	0	0	0	0	9.6363	0	0	0	0
2019	127	Aquidauana	0	2.1123	0	0	0	0	2.1123	0	0	7.524	0	0	0	0
2020	127	Aquidauana	2.0817	0	0	0	0	0	0.0306	0	0	9.6057	0	0	0	0
2021	127	Aquidauana	0.018	0	0	0	0	0	0.0126	0	0	9.6237	0	0	0	0
2022	127	Aquidauana	0.0126	0	0	0	0	0	0	0	0	9.6363	0	0	0	0
2012	128	Aquidauana	NA	NA	NA	NA	NA	NA	0.0252	0	0	9.6093	0	0	0	0
2013	128	Aquidauana	0.0252	0	0	0	0	0	0	0	0	9.6345	0	0	0	0
2014	128	Aquidauana	0	0.1809	0	0	0	0	0.1809	0	0	9.4536	0	0	0	0
2015	128	Aquidauana	0.027	0	0	0	0	0	0.1539	0	0	9.4806	0	0	0	0
2016	128	Aquidauana	0	0.0288	0	0	0	0	0.1827	0	0	9.4518	0	0	0	0
2017	128	Aquidauana	0	1.6524	0	0	0	0	1.8351	0	0	7.7994	0	0	0	0
2018	128	Aquidauana	1.6929	0	0	0	0	0	0.1422	0	0	9.4923	0	0	0	0
2019	128	Aquidauana	0	3.1446	0	0	0	0	3.2868	0	0	6.3477	0	0	0	0
2020	128	Aquidauana	3.2724	0	0	0	0	0	0.0144	0	0	9.6201	0	0	0	0
2021	128	Aquidauana	0	2.169	0	0	0	0	2.1834	0	0	7.4511	0	0	0	0
2022	128	Aquidauana	2.1834	0	0	0	0	0	0	0	0	9.6345	0	0	0	0
2012	129	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6228	0	0	0	0
2013	129	Aquidauana	0	0	0	0	0	0	0	0	0	9.6228	0	0	0	0
2014	129	Aquidauana	0	0.7425	0	0	0	0	0.7425	0	0	8.8803	0	0	0	0
2015	129	Aquidauana	0	0.1764	0	0	0	0	0.9189	0	0	8.7039	0	0	0	0
2016	129	Aquidauana	0	0.1098	0	0	0	0	1.0287	0	0	8.5941	0	0	0	0
2017	129	Aquidauana	0	0.0756000000000001	0	0	0	0	1.1043	0	0	8.5185	0	0	0	0
2018	129	Aquidauana	0.9387	0	0	0	0	0	0.1656	0	0	9.4572	0	0	0	0
2019	129	Aquidauana	0	3.7746	0	0	0	0	3.9402	0	0	5.6826	0	0	0	0
2020	129	Aquidauana	3.9051	0	0	0	0	0	0.0351	0	0	9.5877	0	0	0	0
2021	129	Aquidauana	0	0.3438	0	0	0	0	0.3789	0	0	9.2439	0	0	0	0
2022	129	Aquidauana	0.3789	0	0	0	0	0	0	0	0	9.6228	0	0	0	0
2012	130	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6219	0	0	0	0
2013	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2014	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2015	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2016	130	Aquidauana	0	0.0297	0	0	0	0	0.0297	0	0	9.5922	0	0	0	0
2017	130	Aquidauana	0.0297	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2018	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2019	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2020	130	Aquidauana	0	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2021	130	Aquidauana	0	0.0342	0	0	0	0	0.0342	0	0	9.5877	0	0	0	0
2022	130	Aquidauana	0.0342	0	0	0	0	0	0	0	0	9.6219	0	0	0	0
2012	131	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6543	0	0	0	0
2013	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2014	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2015	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2016	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2017	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2018	131	Aquidauana	0	0.0252	0	0	0	0	0.0252	0	0	9.6291	0	0	0	0
2019	131	Aquidauana	0.0252	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2020	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2021	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2022	131	Aquidauana	0	0	0	0	0	0	0	0	0	9.6543	0	0	0	0
2012	132	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6165	0	0	0	0
2013	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2014	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2015	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2016	132	Aquidauana	0	0.351	0	0	0	0	0.351	0	0	9.2655	0	0	0	0
2017	132	Aquidauana	0.351	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2018	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2019	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2020	132	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.6021	0	0	0	0
2021	132	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2022	132	Aquidauana	0	0	0	0	0	0	0	0	0	9.6165	0	0	0	0
2012	133	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6093	0	0	0	0
2013	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2014	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2015	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2016	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2017	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2018	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2019	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2020	133	Aquidauana	0	0.0018	0	0	0	0	0.0018	0	0	9.6075	0	0	0	0
2021	133	Aquidauana	0.0018	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2022	133	Aquidauana	0	0	0	0	0	0	0	0	0	9.6093	0	0	0	0
2012	134	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6426	0	0	0	0
2013	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2014	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2015	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2016	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2017	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2018	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2019	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2020	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2021	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2022	134	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2012	135	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6318	0	0	0	0
2013	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2014	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2015	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2016	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2017	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2018	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2019	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2020	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2021	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2022	135	Aquidauana	0	0	0	0	0	0	0	0	0	9.6318	0	0	0	0
2012	136	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6336	0	0	0	0
2013	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2014	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2015	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2016	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2017	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2018	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2019	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2020	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2021	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2022	136	Aquidauana	0	0	0	0	0	0	0	0	0	9.6336	0	0	0	0
2012	137	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6237	0	0	0	0
2013	137	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
2014	137	Aquidauana	0	0	0	0	0	0	0	0	0	9.6237	0	0	0	0
