Year	ID_mesh	SPRCLASSE	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2014	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2015	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2016	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2017	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2018	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2019	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2020	562	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.5868	0	0	0	0
2021	562	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2022	562	Aquidauana	0	0	0	0	0	0	0	0	0	9.6012	0	0	0	0
2012	563	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6003	0	0	0	0
2013	563	Aquidauana	0	0.009	0	0	0	0	0.009	0	0	9.5913	0	0	0	0
2014	563	Aquidauana	0.009	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2015	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2016	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2017	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2018	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2019	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2020	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2021	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2022	563	Aquidauana	0	0	0	0	0	0	0	0	0	9.6003	0	0	0	0
2012	564	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5895	0	0	0	0
2013	564	Aquidauana	0	0.009	0	0	0	0	0.009	0	0	9.5805	0	0	0	0
2014	564	Aquidauana	0.009	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2015	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2016	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2017	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2018	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2019	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2020	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2021	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2022	564	Aquidauana	0	0	0	0	0	0	0	0	0	9.5895	0	0	0	0
2012	565	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5904	0	0	0	0
2013	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2014	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2015	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2016	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2017	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2018	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2019	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2020	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2021	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2022	565	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2012	566	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5904	0	0	0	0
2013	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2014	566	Aquidauana	0	0.3195	0	0	0	0	0.3195	0	0	9.2709	0	0	0	0
2015	566	Aquidauana	0.3051	0	0	0	0	0	0.0144	0	0	9.576	0	0	0	0
2016	566	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2017	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2018	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2019	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2020	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2021	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2022	566	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2012	567	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5913	0	0	0	0
2013	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2014	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2015	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2016	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2017	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2018	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2019	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2020	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2021	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2022	567	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2012	568	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5922	0	0	0	0
2013	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2014	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2015	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2016	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2017	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2018	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2019	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2020	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2021	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2022	568	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2012	569	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5922	0	0	0	0
2013	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2014	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2015	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2016	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2017	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2018	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2019	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2020	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2021	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2022	569	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2012	570	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5931	0	0	0	0
2013	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2014	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2015	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2016	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2017	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2018	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2019	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2020	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2021	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2022	570	Aquidauana	0	0	0	0	0	0	0	0	0	9.5931	0	0	0	0
2012	571	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.4473	0	0	0	0
2013	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2014	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2015	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2016	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2017	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2018	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2019	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2020	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2021	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2022	571	Aquidauana	0	0	0	0	0	0	0	0	0	9.4473	0	0	0	0
2012	572	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	2.0295	0	0	0	0
2013	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2014	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2015	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2016	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2017	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2018	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2019	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2020	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2021	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2022	572	Aquidauana	0	0	0	0	0	0	0	0	0	2.0295	0	0	0	0
2012	573	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	5.0004	0	0	0	0
2013	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2014	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2015	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2016	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2017	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2018	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2019	573	Aquidauana	0	3.3291	0	0	0	0	3.3291	0	0	1.6713	0	0	0	0
2020	573	Aquidauana	3.3291	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2021	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2022	573	Aquidauana	0	0	0	0	0	0	0	0	0	5.0004	0	0	0	0
2012	574	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5949	0	0	0	0
2013	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2014	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2015	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2016	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2017	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2018	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2019	574	Aquidauana	0	2.5524	0	0	0	0	2.5524	0	0	7.0425	0	0	0	0
2020	574	Aquidauana	2.5524	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2021	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2022	574	Aquidauana	0	0	0	0	0	0	0	0	0	9.5949	0	0	0	0
2012	575	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.585	0	0	0	0
2013	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2014	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2015	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2016	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2017	575	Aquidauana	0	0.036	0	0	0	0	0.036	0	0	9.549	0	0	0	0
2018	575	Aquidauana	0.036	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2019	575	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.5706	0	0	0	0
2020	575	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2021	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2022	575	Aquidauana	0	0	0	0	0	0	0	0	0	9.585	0	0	0	0
2012	576	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5859	0	0	0	0
2013	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2014	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2015	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2016	576	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.5715	0	0	0	0
2017	576	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2018	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2019	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2020	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2021	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2022	576	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2012	577	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5859	0	0	0	0
2013	577	Aquidauana	0	0.036	0	0	0	0	0.036	0	0	9.5499	0	0	0	0
2014	577	Aquidauana	0.0108	0	0	0	0	0	0.0252	0	0	9.5607	0	0	0	0
2015	577	Aquidauana	0.0252	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2016	577	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2017	577	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2018	577	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2019	577	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2020	577	Aquidauana	0	0.0243	0	0	0	0	0.0243	0	0	9.5616	0	0	0	0
2021	577	Aquidauana	0.0243	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2022	577	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2012	578	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5886	0	0	0	0
2013	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2014	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2015	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2016	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2017	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2018	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2019	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2020	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2021	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2022	578	Aquidauana	0	0	0	0	0	0	0	0	0	9.5886	0	0	0	0
2012	579	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5904	0	0	0	0
2013	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2014	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2015	579	Aquidauana	0	0.0315	0	0	0	0	0.0315	0	0	9.5589	0	0	0	0
2016	579	Aquidauana	0.0315	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2017	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2018	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2019	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2020	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2021	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2022	579	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2012	580	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5958	0	0	0	0
2013	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2014	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2015	580	Aquidauana	0	0.0297	0	0	0	0	0.0297	0	0	9.5661	0	0	0	0
2016	580	Aquidauana	0.0297	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2017	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2018	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2019	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2020	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2021	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2022	580	Aquidauana	0	0	0	0	0	0	0	0	0	9.5958	0	0	0	0
2012	581	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5922	0	0	0	0
2013	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2014	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2015	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2016	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2017	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2018	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2019	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2020	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2021	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2022	581	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2012	582	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5922	0	0	0	0
2013	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2014	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2015	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2016	582	Aquidauana	0	0.0432	0	0	0	0	0.0432	0	0	9.549	0	0	0	0
2017	582	Aquidauana	0.0432	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2018	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2019	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2020	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2021	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2022	582	Aquidauana	0	0	0	0	0	0	0	0	0	9.5922	0	0	0	0
2012	583	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5904	0	0	0	0
2013	583	Aquidauana	0	0.1881	0	0	0	0	0.1881	0	0	9.4023	0	0	0	0
2014	583	Aquidauana	0.1881	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2015	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2016	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2017	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2018	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2019	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2020	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2021	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2022	583	Aquidauana	0	0	0	0	0	0	0	0	0	9.5904	0	0	0	0
2012	584	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5859	0	0	0	0
2013	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2014	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2015	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2016	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2017	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2018	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2019	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2020	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2021	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2022	584	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2012	585	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5859	0	0	0	0
2013	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2014	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2015	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2016	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2017	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2018	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2019	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2020	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2021	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2022	585	Aquidauana	0	0	0	0	0	0	0	0	0	9.5859	0	0	0	0
2012	586	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	8.2476	0	0	0	0
2013	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2014	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2015	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2016	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2017	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2018	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2019	586	Aquidauana	0	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2020	586	Aquidauana	0	0.0657	0	0	0	0	0.0657	0	0	8.1819	0	0	0	0
2021	586	Aquidauana	0.0405	0	0	0	0	0	0.0252	0	0	8.2224	0	0	0	0
2022	586	Aquidauana	0.0252	0	0	0	0	0	0	0	0	8.2476	0	0	0	0
2012	587	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0.2754	0	0	0	0
2013	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2014	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2015	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2016	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2017	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2018	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2019	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2020	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2021	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2022	587	Aquidauana	0	0	0	0	0	0	0	0	0	0.2754	0	0	0	0
2012	588	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	1.7181	0	0	0	0
2013	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2014	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2015	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2016	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2017	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2018	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2019	588	Aquidauana	0	1.4517	0	0	0	0	1.4517	0	0	0.2664	0	0	0	0
2020	588	Aquidauana	1.4517	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2021	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2022	588	Aquidauana	0	0	0	0	0	0	0	0	0	1.7181	0	0	0	0
2012	589	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5364	0	0	0	0
2013	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2014	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2015	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2016	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2017	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2018	589	Aquidauana	0	0.0279	0	0	0	0	0.0279	0	0	9.5085	0	0	0	0
2019	589	Aquidauana	0	0.9306	0	0	0	0	0.9585	0	0	8.5779	0	0	0	0
2020	589	Aquidauana	0.9585	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2021	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2022	589	Aquidauana	0	0	0	0	0	0	0	0	0	9.5364	0	0	0	0
2012	590	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.5913	0	0	0	0
2013	590	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2014	590	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2015	590	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2016	590	Aquidauana	0	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2017	590	Aquidauana	0	0.0072	0	0	0	0	0.0072	0	0	9.5841	0	0	0	0
2018	590	Aquidauana	0.0072	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
2019	590	Aquidauana	0	0.0216	0	0	0	0	0.0216	0	0	9.5697	0	0	0	0
2020	590	Aquidauana	0.0216	0	0	0	0	0	0	0	0	9.5913	0	0	0	0
